ticker,date,headline_after_tokenize,label,close,rate,volatility
000001,2018/12/6,,0,10.25,-0.019324273,0.009495688
000001,2018/12/7,,0,10.28,0.0029225540000000004,0.008179256999999999
000001,2018/8/23,,0,9.36,0.0075067380000000015,0.030133522000000006
000001,2019/10/10,中国 亿元 公告 近 股份 公司 部分 发布 大 资金,0,16.24,-0.000615574,0.020445219
000001,2019/10/11,影响 招商银行 资金 有限公司 银行股 涨 科技 公司 大 证券 进展公告 股份 募集 企业 中国 部分 连续 进行现金管理 下,0,16.81,0.034496612999999995,0.020862626999999998
000001,2019/10/14,近 金融 新 资金 季报 银行股 公告 大 上涨 行业 A股 遭 大单 中国 涨停 不减 大涨 数据 牛市 部分 下,0,17.22,0.024097552,0.015545653999999999
000001,2019/10/15,缩短 金融 获 资金 有限公司 银行股 公告 公司 证券 上涨 A股 贷款 逾 进展公告 跨境 股份 募集 企业 董事会 药业 南京 理财产品 进行现金管理 券商,0,17.18,-0.002325582,0.015069366
000001,2019/10/16,股东 保险 银行股 有限公司 逾 公告 遭 银行板块 下 股份 数据 金融 公司 大,0,16.79,-0.022962445,0.017843356
000001,2019/10/17,亿元 上半年 金融 资金 有限公司 银行股 公告 科技 公司 发布 大 证券 使用闲置 进展公告 遭 股份 会 募集 董事会 中国 资金购买 买 部分 理财产品 进行现金管理,0,16.7,-0.005374751999999999,0.016695603
000001,2019/10/18,股东 有限公司 公告 控股 股份 数据 金融 理财产品 发布,0,16.51,-0.011442461000000001,0.020315675
000001,2019/10/21,下降 亿元 近 金融 获 资金 季报 公告 拟 公司 发布 股东 A股 补涨 逾 三季度 遭 股份 会 六大 中国 买,0,16.89,0.022755473,0.019263067
000001,2019/10/22,下降 亿元 银行板块 近 金融 获 资金 季报 有限公司 银行股 公告 盈利 科技 公司 证券 股东 A股 逾 三季度 股份 千亿 大单 中国 两市 买 连续 下,0,16.42,-0.028221627000000006,0.017721538000000002
000001,2019/10/23,中国 有限公司 银行股 对比 逾 药业 使用闲置 银行家 三季度 资金购买 进展公告 股份 影响 理财产品 部分 季报,0,16.45,0.001825373,0.013117306
000001,2019/10/24,中国 A股 亿元 三季度 拟 发行 券商 股份 强 科技 金融 公司 新 上市银行 大 上涨 行业 季报,0,16.87,0.025211419,0.019281312
000001,2019/10/25,中国 A股 保险 银行股 有限公司 公告 进展公告 发行 遭 三季度 近 股份 募集 新 进行现金管理 资金,0,16.88,0.000592593,0.014563176
000001,2019/10/28,中国 亿元 发行 三季度 拟 近 盈利 金融 公司 大 季报,0,16.66,-0.013118852,0.022996117000000003
000001,2019/10/29,中国 A股 下降 银行股 亿元 有限公司 涨停 三季度 近 股份 千亿 金融 公司 买 发布 连续 季报,0,16.91,0.014894526000000003,0.022076874
000001,2019/10/30,有限公司 下降 银行股 股份 科技 获 上市银行 大 行业,0,16.43,-0.028796231000000002,0.021934598
000001,2019/10/31,有限公司 A股 亿元 公告 三季度 发行 股份 科技 罚 金融 理财产品 上市银行 光大银行,0,16.26,-0.010400828,0.017542225
000001,2019/10/8,银行股 银行板块 涨 快讯 科技 千亿 行业 共振 券商 资金,0,16.2,0.038381558999999996,0.015974936999999998
000001,2019/10/9,有限公司 A股 银行股 亿元 公告 银行板块 大涨 控股 两市 股份 券商 资金,0,16.25,0.003081667,0.014805673
000001,2019/11/1,有限公司 股东 A股 公告 三季度 盈利 股份 科技 金融 公司,0,16.86,0.036235848,0.016493426999999998
000001,2019/11/11,中国 A股 下降 三季度 近 上市银行 资金 季报,0,16.28,-0.022472856,0.00944102
000001,2019/11/12,有限公司 逾 公告 股份 企业 下滑 数据 金融 证券,0,16.33,0.003066546,0.002634852
000001,2019/11/13,中国 有限公司 使用闲置 资金购买 亿元 公告 三季度 股份 募集 金融 公司 部分 理财产品 新 上市银行 行业,0,16.33,0.0,0.003099732
000001,2019/11/14,中国 下降 有限公司 进展公告 拟 募集 科技 金融 行业 首次 理财产品 新 资金,0,16.32,-0.000612557,0.014699495
000001,2019/11/15,理财 金融 新 券商 资金,0,16.34,0.00122474,0.01479815
000001,2019/11/18,中国 保险 贷款 银保监 逾 亿元 遭 近 会 罚 公司 金融 新 上涨,0,16.45,0.006709388,0.014901003000000001
000001,2019/11/19,有限公司 保险 贷款 药业 公告 南京 进展公告 遭 股份 募集 招商银行 金融 罚 进行现金管理 资金,0,16.41,-0.0024345720000000003,0.016496611
000001,2019/11/20,亿元 发行 银行板块 金融 招商银行 资金 银行股 公告 快讯 科技 罚 发布 大 股东 贷款 会 共振 上市银行 兴业银行,0,15.85,-0.034721405,0.016274217
000001,2019/11/21,亿元 金融 近 资金,0,15.86,0.000630716,0.010778441000000001
000001,2019/11/22,中国 A股 银行股 亿元 公告 融资客 股份 科技 金融 公司 获 部分 发布,0,15.59,-0.017170533,0.010848749
000001,2019/11/25,亿元 近 获,0,15.8,0.013380257,0.009984693000000001
000001,2019/11/26,有限公司 下降 贷款 银行板块 金融 董事会 证券,0,15.62,-0.011457796000000001,0.007159294
000001,2019/11/27,中国 保险 贷款 三季度 盈利 科技 招商银行 公司 上市银行 证券 资金,0,15.47,-0.00964948,0.00767742
000001,2019/11/28,中国 有限公司 公告 股份 董事会 部分,0,15.49,0.00129199,0.007573579
000001,2019/11/29,中国 有限公司 公告 股份 募集 科技 金融 董事会 新 进行现金管理 资金,0,15.29,-0.012995633999999999,0.008540345
000001,2019/11/4,中国 A股 亿元 公告 三季度 银行板块 涨 盈利 快讯 科技 金融 上市银行 券商 兴业银行,0,16.92,0.003552402,0.010094915
000001,2019/11/5,中国 银行股 亿元 公告 ST 理财 三季度 发行 股份 千亿 董事会 上市银行 大 季报,0,17.15,0.013501818999999998,0.01213265
000001,2019/11/6,有限公司 贷款 亿元 公告 进展公告 拟 股份 金融 获 董事会 证券 光大银行,0,16.96,-0.011140543000000001,0.00872218
000001,2019/11/7,数据 科技,0,16.89,-0.0041359,0.009484484
000001,2019/11/8,有限公司 A股 贷款 进展公告 盈利 股份 企业 董事会 公司,0,16.65,-0.014311514,0.009837811
000001,2019/12/10,股东 A股 银行股 有限公司 公告 进展公告 募集 企业 金融 招商银行 理财产品 券商 证券 资金,0,15.33,-0.005204956,0.015191741000000003
000001,2019/12/11,有限公司 保险 亿元 逾 公告 股份 募集 数据 部分 连续 解盘 资金,0,15.66,0.021297998,0.013974085
000001,2019/12/12,A股 亿元 近 买 首次 大,0,15.6,-0.003838776,0.014926938
000001,2019/12/13,有限公司 药业 公告 股份 募集 进行现金管理 资金,0,16.12,0.032789822999999996,0.01361338
000001,2019/12/16,有限公司 银保监 银行股 亿元 批复 任职资格 LPR 跨境 股份 董事会 连续 发布 新,0,16.13,0.000620155,0.008843149
000001,2019/12/17,中国 银保监 公告 批复 企业 任职资格 核准,0,16.5,0.022679489,0.01415086
000001,2019/12/18,有限公司 亿元 公告 融资客 控股 股份 募集 招商银行 部分 资金,0,16.46,-0.002427186,0.010815182
000001,2019/12/19,中国 银保监 亿元 融资客 发行 会 千亿 招商银行 金融 大,0,16.55,0.005452907,0.01099696
000001,2019/12/2,券商,0,15.36,0.004567708,0.0069036
